Floor,Zone,Row,Seat_Number,Seat_Type,Display_Text,X,Y,Z,View_ID
1F,B,4열,12,일반 좌석,12,16.577,21.831,-1.089,View_1F_B_4_12
1F,B,4열,13,일반 좌석,13,16.038,21.827,-1.089,View_1F_B_4_13
1F,B,4열,14,일반 좌석,14,15.5,21.823,-1.089,View_1F_B_4_14
1F,B,5열,1,일반 좌석,1,22.5,22.732,-0.953,View_1F_B_5_1
1F,B,5열,2,일반 좌석,2,21.962,22.728,-0.953,View_1F_B_5_2
1F,B,5열,3,일반 좌석,3,21.423,22.724,-0.953,View_1F_B_5_3
1F,B,5열,4,일반 좌석,4,20.885,22.721,-0.953,View_1F_B_5_4
1F,B,5열,5,일반 좌석,5,20.346,22.717,-0.953,View_1F_B_5_5
1F,B,5열,6,일반 좌석,6,19.808,22.713,-0.953,View_1F_B_5_6
1F,B,5열,7,일반 좌석,7,19.269,22.71,-0.953,View_1F_B_5_7
1F,B,5열,8,일반 좌석,8,18.731,22.706,-0.953,View_1F_B_5_8
1F,B,5열,9,일반 좌석,9,18.192,22.702,-0.953,View_1F_B_5_9
1F,B,5열,10,일반 좌석,10,17.654,22.699,-0.953,View_1F_B_5_10
1F,B,5열,11,일반 좌석,11,17.115,22.695,-0.953,View_1F_B_5_11
1F,B,5열,12,일반 좌석,12,16.577,22.691,-0.953,View_1F_B_5_12
1F,B,5열,13,일반 좌석,13,16.038,22.688,-0.953,View_1F_B_5_13
1F,B,5열,14,일반 좌석,14,15.5,22.684,-0.953,View_1F_B_5_14
1F,B,6열,1,일반 좌석,1,22.5,23.589,-0.816,View_1F_B_6_1
1F,B,6열,2,일반 좌석,2,21.962,23.586,-0.816,View_1F_B_6_2
1F,B,6열,3,일반 좌석,3,21.423,23.583,-0.816,View_1F_B_6_3
1F,B,6열,4,일반 좌석,4,20.885,23.579,-0.816,View_1F_B_6_4
1F,B,6열,5,일반 좌석,5,20.346,23.576,-0.816,View_1F_B_6_5
1F,B,6열,6,일반 좌석,6,19.808,23.572,-0.816,View_1F_B_6_6
1F,B,6열,7,일반 좌석,7,19.269,23.569,-0.816,View_1F_B_6_7
1F,B,6열,8,일반 좌석,8,18.731,23.566,-0.816,View_1F_B_6_8
1F,B,6열,9,일반 좌석,9,18.192,23.562,-0.816,View_1F_B_6_9
1F,B,6열,10,일반 좌석,10,17.654,23.559,-0.816,View_1F_B_6_10
1F,B,6열,11,일반 좌석,11,17.115,23.555,-0.816,View_1F_B_6_11
1F,B,6열,12,일반 좌석,12,16.577,23.552,-0.816,View_1F_B_6_12
1F,B,6열,13,일반 좌석,13,16.038,23.549,-0.816,View_1F_B_6_13
1F,B,6열,14,일반 좌석,14,15.5,23.545,-0.816,View_1F_B_6_14
1F,B,7열,1,일반 좌석,1,22.5,24.447,-0.679,View_1F_B_7_1
1F,B,7열,2,일반 좌석,2,21.962,24.444,-0.679,View_1F_B_7_2
1F,B,7열,3,일반 좌석,3,21.423,24.441,-0.679,View_1F_B_7_3
1F,B,7열,4,일반 좌석,4,20.885,24.438,-0.679,View_1F_B_7_4
1F,B,7열,5,일반 좌석,5,20.346,24.435,-0.679,View_1F_B_7_5
1F,B,7열,6,일반 좌석,6,19.808,24.432,-0.679,View_1F_B_7_6
1F,B,7열,7,일반 좌석,7,19.269,24.428,-0.679,View_1F_B_7_7
1F,B,7열,8,일반 좌석,8,18.731,24.425,-0.679,View_1F_B_7_8
1F,B,7열,9,일반 좌석,9,18.192,24.422,-0.679,View_1F_B_7_9
1F,B,7열,10,일반 좌석,10,17.654,24.419,-0.679,View_1F_B_7_10
1F,B,7열,11,일반 좌석,11,17.115,24.416,-0.679,View_1F_B_7_11
1F,B,7열,12,일반 좌석,12,16.577,24.413,-0.679,View_1F_B_7_12
1F,B,7열,13,일반 좌석,13,16.038,24.409,-0.679,View_1F_B_7_13
1F,B,7열,14,일반 좌석,14,15.5,24.406,-0.679,View_1F_B_7_14
1F,B,8열,1,확장좌석27,1,22.4,25.56,-0.542,View_1F_B_8_1
1F,B,8열,2,확장좌석27,2,21.71,25.56,-0.542,View_1F_B_8_2
1F,B,8열,3,확장좌석27,3,21.03,25.55,-0.542,View_1F_B_8_3
1F,B,8열,4,확장좌석27,4,20.35,25.55,-0.542,View_1F_B_8_4
1F,B,8열,5,확장좌석27,5,19.66,25.54,-0.542,View_1F_B_8_5
1F,B,8열,6,확장좌석27,6,18.97,25.54,-0.542,View_1F_B_8_6
1F,B,8열,7,확장좌석27,7,18.29,25.54,-0.542,View_1F_B_8_7
1F,B,8열,8,확장좌석27,8,17.61,25.53,-0.542,View_1F_B_8_8
1F,B,8열,9,확장좌석27,9,16.92,25.53,-0.542,View_1F_B_8_9
1F,B,8열,10,확장좌석27,10,16.24,25.52,-0.542,View_1F_B_8_10
1F,B,8열,11,확장좌석27,11,15.55,25.52,-0.542,View_1F_B_8_11
1F,B,8열,12,none,,0.0,0.0,0.0,View_1F_B_8_12
1F,B,8열,13,none,,0.0,0.0,0.0,View_1F_B_8_13
1F,B,8열,14,none,,0.0,0.0,0.0,View_1F_B_8_14
1F,B,9열,1,확장좌석27,1,22.4,26.49,-0.405,View_1F_B_9_1
1F,B,9열,2,확장좌석27,2,21.72,26.49,-0.405,View_1F_B_9_2
1F,B,9열,3,확장좌석27,3,21.03,26.5,-0.405,View_1F_B_9_3
1F,B,9열,4,확장좌석27,4,20.35,26.5,-0.405,View_1F_B_9_4
1F,B,9열,5,확장좌석27,5,19.66,26.5,-0.405,View_1F_B_9_5
1F,B,9열,6,확장좌석27,6,18.98,26.51,-0.405,View_1F_B_9_6
1F,B,9열,7,확장좌석27,7,18.29,26.51,-0.405,View_1F_B_9_7
1F,B,9열,8,확장좌석27,8,17.61,26.51,-0.405,View_1F_B_9_8
1F,B,9열,9,확장좌석27,9,16.92,26.52,-0.405,View_1F_B_9_9
1F,B,9열,10,확장좌석27,10,16.24,26.52,-0.405,View_1F_B_9_10
1F,B,9열,11,확장좌석27,11,15.55,26.52,-0.405,View_1F_B_9_11
1F,B,9열,12,none,,0.0,0.0,0.0,View_1F_B_9_12
1F,B,9열,13,none,,0.0,0.0,0.0,View_1F_B_9_13
1F,B,9열,14,none,,0.0,0.0,0.0,View_1F_B_9_14
1F,B,10열,1,일반 좌석,1,22.5,27.021,-0.268,View_1F_B_10_1
1F,B,10열,2,일반 좌석,2,21.962,27.019,-0.268,View_1F_B_10_2
1F,B,10열,3,일반 좌석,3,21.423,27.016,-0.268,View_1F_B_10_3
1F,B,10열,4,일반 좌석,4,20.885,27.014,-0.268,View_1F_B_10_4
1F,B,10열,5,일반 좌석,5,20.346,27.011,-0.268,View_1F_B_10_5
1F,B,10열,6,일반 좌석,6,19.808,27.009,-0.268,View_1F_B_10_6
1F,B,10열,7,일반 좌석,7,19.269,27.006,-0.268,View_1F_B_10_7
1F,B,10열,8,일반 좌석,8,18.731,27.004,-0.268,View_1F_B_10_8
1F,B,10열,9,일반 좌석,9,18.192,27.002,-0.268,View_1F_B_10_9
1F,B,10열,10,일반 좌석,10,17.654,26.999,-0.268,View_1F_B_10_10
1F,B,10열,11,일반 좌석,11,17.115,26.997,-0.268,View_1F_B_10_11
1F,B,10열,12,일반 좌석,12,16.577,26.994,-0.268,View_1F_B_10_12
1F,B,10열,13,일반 좌석,13,16.038,26.992,-0.268,View_1F_B_10_13
1F,B,10열,14,일반 좌석,14,15.5,26.989,-0.268,View_1F_B_10_14
1F,B,11열,1,일반 좌석,1,22.5,27.879,-0.132,View_1F_B_11_1
1F,B,11열,2,일반 좌석,2,21.962,27.877,-0.132,View_1F_B_11_2
1F,B,11열,3,일반 좌석,3,21.423,27.875,-0.132,View_1F_B_11_3
1F,B,11열,4,일반 좌석,4,20.885,27.872,-0.132,View_1F_B_11_4
1F,B,11열,5,일반 좌석,5,20.346,27.87,-0.132,View_1F_B_11_5
1F,B,11열,6,일반 좌석,6,19.808,27.868,-0.132,View_1F_B_11_6
1F,B,11열,7,일반 좌석,7,19.269,27.866,-0.132,View_1F_B_11_7
1F,B,11열,8,일반 좌석,8,18.731,27.864,-0.132,View_1F_B_11_8
1F,B,11열,9,일반 좌석,9,18.192,27.861,-0.132,View_1F_B_11_9
1F,B,11열,10,일반 좌석,10,17.654,27.859,-0.132,View_1F_B_11_10
1F,B,11열,11,일반 좌석,11,17.115,27.857,-0.132,View_1F_B_11_11
1F,B,11열,12,일반 좌석,12,16.577,27.855,-0.132,View_1F_B_11_12
1F,B,11열,13,일반 좌석,13,16.038,27.853,-0.132,View_1F_B_11_13
1F,B,11열,14,일반 좌석,14,15.5,27.851,-0.132,View_1F_B_11_14
1F,B,12열,1,일반 좌석,1,22.5,28.737,0.005,View_1F_B_12_1
1F,B,12열,2,일반 좌석,2,21.962,28.735,0.005,View_1F_B_12_2
1F,B,12열,3,일반 좌석,3,21.423,28.733,0.005,View_1F_B_12_3
1F,B,12열,4,일반 좌석,4,20.885,28.731,0.005,View_1F_B_12_4
1F,B,12열,5,일반 좌석,5,20.346,28.729,0.005,View_1F_B_12_5
1F,B,12열,6,일반 좌석,6,19.808,28.727,0.005,View_1F_B_12_6
1F,B,12열,7,일반 좌석,7,19.269,28.725,0.005,View_1F_B_12_7
1F,B,12열,8,일반 좌석,8,18.731,28.723,0.005,View_1F_B_12_8
1F,B,12열,9,일반 좌석,9,18.192,28.721,0.005,View_1F_B_12_9
1F,B,12열,10,일반 좌석,10,17.654,28.719,0.005,View_1F_B_12_10
1F,B,12열,11,일반 좌석,11,17.115,28.717,0.005,View_1F_B_12_11
1F,B,12열,12,일반 좌석,12,16.577,28.715,0.005,View_1F_B_12_12
